date,value,index_name,index_description,unit,phase,phase_description,event,event_description,type
1951-03-01,-0.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1951-04-01,0.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1951-05-01,0.4,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1951-06-01,0.6,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1951-07-01,0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1951-08-01,0.9,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1951-09-01,1.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Moderado
1951-10-01,1.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Moderado
1951-11-01,1.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Moderado
1951-12-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1952-01-01,0.5,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1952-02-01,0.4,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-03-01,0.3,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-04-01,0.3,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-05-01,0.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-06-01,0.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-07-01,-0.1,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-08-01,0.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-09-01,0.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-10-01,0.1,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-11-01,0.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1952-12-01,0.2,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1953-01-01,0.4,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1953-02-01,0.6,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-03-01,0.6,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-04-01,0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-05-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-06-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-07-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-08-01,0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-09-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-10-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-11-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1953-12-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1954-01-01,0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1954-02-01,0.5,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Cálida,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son superiores a 0.5 °C,Niño,Este evento se caracteriza porque la fase cálida persiste durante al menos 5 meses consecutivos,Débil
1954-03-01,-0.0,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1954-04-01,-0.4,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Neutra,Esta fase se caracteriza porque las anomalías de TSM son inferiores a 0.5 °C y superiores a -0.5 °C,Neutro,Condiciones neutras,Neutro
1954-05-01,-0.5,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-06-01,-0.5,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-07-01,-0.6,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-08-01,-0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-09-01,-0.9,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-10-01,-0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-11-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1954-12-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-01-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-02-01,-0.6,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-03-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-04-01,-0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-05-01,-0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-06-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-07-01,-0.7,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-08-01,-0.8,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Débil
1955-09-01,-1.1,ONI,"Índice Niño Oceánico: Media móvil de 3 meses de las anomalías de la TSM ERSST.v5 en la región Niño 3.4 (5°N-5°S, 120°-170°W) Calculada a partir del ERSST V5 (en NOAA/CPC).",°C,Fría,Esta fase se caracteriza porque las anomalías de TSM en la región 3.4 son inferiores a -0.5 °C,Niña,Este evento se caracteriza porque la fase fría persiste durante al menos 5 meses consecutivos,Moderado
